date,state,committee,type,number of studies
2/15/2021,Kerman,Rafsanjan University of Medical Sciences,Proposal,5
2/15/2021,Kerman,Rafsanjan University of Medical Sciences,Thesis,2
2/15/2021,Qom,Islamic Azad University- Qom Branch,Proposal,4
2/15/2021,Qom,Islamic Azad University- Qom Branch,Thesis,10
2/15/2021,Tehran,Children’s Medical Center- Tehran University of Medical Sciences,Thesis,1
2/15/2021,Tehran,Islamic Azad University - Dental Branch Tehran - Iran,Thesis,8
2/15/2021,Tehran,Neuroscience Institute,Proposal,1
2/15/2021,Tehran,Pasteur Institute of Iran,Proposal,1
2/15/2021,Tehran,Research Institute for Gastroenterology & Liver Diseases,Proposal,8
2/15/2021,Tehran,Research Institute for Gastroenterology & Liver Diseases,Thesis,4
2/15/2021,Tehran,The Institute of Pharmaceutical Sciences -Tehran University of Medical Sciences,Thesis,1
2/15/2021,Tehran,Vice-Chancellor in Research Affairs- Tehran University of Medical Sciences,Proposal,1
2/15/2021,South Khorasan,Birjand University of Medical Sciences,Proposal,14
2/15/2021,South Khorasan,Birjand University of Medical Sciences,Thesis,13
2/16/2021,Alborz,Alborz University of Medical Sciences,Proposal,3
2/16/2021,Alborz,Alborz University of Medical Sciences,Thesis,8
2/16/2021,Fars,School of Medicine - Shiraz University of Medical Sciences,Thesis,9
2/16/2021,Golestan,Golestan Hospital,Proposal,1
2/16/2021,Golestan,Golestan Hospital,Thesis,7
2/16/2021,Isfahan,School of Medicine - Isfahan University of Medical Sciences,Proposal,2
2/16/2021,Isfahan,School of Medicine - Isfahan University of Medical Sciences,Thesis,10
2/16/2021,Isfahan,Vice-Chancellor in Research Affairs -Medical University of Isfahan,Proposal,3
2/16/2021,Isfahan,Vice-Chancellor in Research Affairs -Medical University of Isfahan,Thesis,1
2/16/2021,Kerman,Jiroft University of Medical Sciences,Proposal,6
2/16/2021,Kermanshah,Kermanshah University of Medical Sciences,Proposal,45
2/16/2021,Kermanshah,Kermanshah University of Medical Sciences,Thesis,56
2/16/2021,Khuzestan,Dezful University of Medical Sciences,Proposal,4
2/16/2021,Khuzestan,Dezful University of Medical Sciences,Thesis,2
2/16/2021,Kurdistan,Kurdistan University of Medical Sciences,Proposal,8
2/16/2021,Kurdistan,Kurdistan University of Medical Sciences,Thesis,8
2/16/2021,Lorestan,Islamic Azad University - Boroujerd Branch,Thesis,5
2/16/2021,Lorestan,Lorestan University of Medical Sciences,Proposal,11
2/16/2021,Lorestan,Lorestan University of Medical Sciences,Thesis,13
2/16/2021,Razavi Khorasan,School of Medicine- Mashhad University of Medical Sciences,Proposal,14
2/16/2021,Razavi Khorasan,School of Medicine- Mashhad University of Medical Sciences,Thesis,21
2/16/2021,Tabriz,Islamic Azad University-Tabriz Branch,Thesis,9
2/16/2021,Tehran,Research Institute for Endocrine Sciences - Shahid Beheshti University of Medical Sciences,Proposal,9
2/16/2021,Tehran,Research Institute for Endocrine Sciences - Shahid Beheshti University of Medical Sciences,Thesis,1
2/16/2021,Tehran,"Royan Institute- Academic Center for Education, Culture and Research",Proposal,1
2/16/2021,Tehran,"Royan Institute- Academic Center for Education, Culture and Research",Thesis,1
2/16/2021,Tehran,School of Medicine,Thesis,1
2/16/2021,Tehran,School of Medicine- Tehran University of Medical Sciences,Proposal,14
2/16/2021,Tehran,School of Medicine- Tehran University of Medical Sciences,Thesis,1
2/17/2021,Alborz,Alborz University of Medical Sciences,Thesis,3
2/17/2021,Fars,School of Medicine - Shiraz University of Medical Sciences,Thesis,4
2/17/2021,Gilan,Guilan university of medical sciences,Proposal,15
2/17/2021,Gilan,Guilan university of medical sciences,Thesis,3
2/17/2021,Isfahan,School of Medicine - Isfahan University of Medical Sciences,Proposal,1
2/17/2021,Isfahan,School of Medicine - Isfahan University of Medical Sciences,Thesis,1
2/17/2021,Isfahan,Vice-Chancellor in Research Affairs -Medical University of Isfahan,Thesis,4
2/17/2021,Kermanshah,Kermanshah Razi University,Thesis,6
2/17/2021,Khuzestan,Islamic Azad University - Ahvaz Branch,Thesis,28
2/17/2021,Kohgiluyeh and Boyer-Ahmad,Yasuj University of Medical Sciences,Thesis,2
2/17/2021,Qazvin,Qazvin University of Medical Sciences,Proposal,3
2/17/2021,Qazvin,Qazvin University of Medical Sciences,Thesis,5
2/17/2021,Razavi Khorasan,Gonabad university of medical scienses,Proposal,1
2/17/2021,Razavi Khorasan,Gonabad university of medical scienses,Thesis,4
2/17/2021,Tehran,AJA University of Medical Sciences,Proposal,6
2/17/2021,Tehran,AJA University of Medical Sciences,Thesis,5
2/17/2021,Tehran,Imam Khomeini Hospital Complex- Tehran University of Medical Sciences,Proposal,11
2/17/2021,Tehran,Imam Khomeini Hospital Complex- Tehran University of Medical Sciences,Thesis,8
2/17/2021,Tehran,Iran University of Medical Sciences,Proposal,1
2/17/2021,Tehran,School of Medical Education- Shahid Beheshti University of Medical Sciences,Thesis,2
2/17/2021,Tehran,School of Medicine,Thesis,1
2/17/2021,Tehran,Sport Sciences Research Institute (SSRI),Proposal,1
2/17/2021,Tehran,Sport Sciences Research Institute (SSRI),Thesis,8
2/18/2021,Isfahan,School of Medicine - Isfahan University of Medical Sciences,Proposal,2
2/19/2021,Hormozgan,Hormozgan University of Medical Sciences,Proposal,5
2/19/2021,Hormozgan,Hormozgan University of Medical Sciences,Thesis,4
2/19/2021,Isfahan,School of Medicine - Isfahan University of Medical Sciences,Thesis,2
2/19/2021,Tehran,The Institute of Pharmaceutical Sciences -Tehran University of Medical Sciences,Proposal,2
2/20/2021,Fars,Jahrom University of Medical Sciences,Proposal,1
2/20/2021,Fars,Jahrom University of Medical Sciences,Thesis,7
2/20/2021,Isfahan,School of Medicine - Isfahan University of Medical Sciences,Proposal,1
2/20/2021,Isfahan,School of Medicine - Isfahan University of Medical Sciences,Thesis,2
2/20/2021,Kerman,Shahid Bahonar University of Kerman,Thesis,1
2/20/2021,Kohgiluyeh and Boyer-Ahmad,Yasuj University of Medical Sciences,Proposal,3
2/20/2021,Kohgiluyeh and Boyer-Ahmad,Yasuj University of Medical Sciences,Thesis,4
2/20/2021,Mazandaran ,Babol University of Medical Sciences,Thesis,6
2/20/2021,Razavi Khorasan,Gonabad university of medical scienses,Thesis,1
2/20/2021,Razavi Khorasan,Islamic Azad University - Neyshabur Branch,Thesis,1
2/20/2021,Semnan,Islamic Azad University- Damghan Branch,Thesis,2
2/20/2021,Tehran,Allameh Tabataba'i University (ATU),Thesis,3
2/20/2021,Tehran,Baqiyatallah University of Medical Sciences,Proposal,5
2/20/2021,Tehran,Baqiyatallah University of Medical Sciences,Thesis,1
2/20/2021,Tehran,Iran University of Medical Sciences,Proposal,4
2/20/2021,Tehran,School of Dentistry- Tehran University of Medical Sciences,Proposal,2
2/20/2021,Tehran,School of Dentistry- Tehran University of Medical Sciences,Thesis,2
2/20/2021,Tehran,School of Medicine,Proposal,5
2/20/2021,Tehran,School of Medicine,Thesis,6
2/20/2021,Tehran,School of Medicine- Tehran University of Medical Sciences,Proposal,14
2/20/2021,Tehran,School of Medicine- Tehran University of Medical Sciences,Thesis,9
2/20/2021,Tehran,School of Nursing and Midwifery & Rehabilitation - Tehran University of Medical Sciences,Thesis,8
2/20/2021,Tehran,Shahid Beheshti University,Thesis,13
2/20/2021,Tehran,Sina Hospital,Proposal,2
2/20/2021,Tehran,Tarbiat Modares University,Proposal,5
2/20/2021,Tehran,Tarbiat Modares University,Thesis,11
2/20/2021,Yazd,Shahid Sadoughi University of Medical Sciences,Proposal,9
2/20/2021,Yazd,Shahid Sadoughi University of Medical Sciences,Thesis,11
2/21/2021,Fars,School of Medicine - Shiraz University of Medical Sciences,Proposal,1
2/21/2021,Fars,School of Medicine - Shiraz University of Medical Sciences,Thesis,4
2/21/2021,Golestan,Golestan University of Medical Sciences,Proposal,13
2/21/2021,Golestan,Golestan University of Medical Sciences,Thesis,21
2/21/2021,Isfahan,School of Medicine - Isfahan University of Medical Sciences,Proposal,1
2/21/2021,Isfahan,School of Medicine - Isfahan University of Medical Sciences,Thesis,1
2/21/2021,Isfahan,Vice-Chancellor in Research Affairs -Medical University of Isfahan,Proposal,1
2/21/2021,Isfahan,Vice-Chancellor in Research Affairs -Medical University of Isfahan,Thesis,4
2/21/2021,Markazi ,Arak University of Medical Sciences,Proposal,5
2/21/2021,Markazi ,Arak University of Medical Sciences,Thesis,8
2/21/2021,Qazvin,Qazvin University of Medical Sciences,Proposal,4
2/21/2021,Qazvin,Qazvin University of Medical Sciences,Thesis,10
2/21/2021,Razavi Khorasan,Gonabad university of medical scienses,Thesis,1
2/21/2021,Razavi Khorasan,Sabzevar University of Medical Sciences,Thesis,1
2/21/2021,Razavi Khorasan,School of pharmacy - Mashhad Univercity of Medical Sciences,Proposal,4
2/21/2021,Razavi Khorasan,School of pharmacy - Mashhad Univercity of Medical Sciences,Thesis,2
2/21/2021,Sistan and Baluchestan,Zahedan University Of Medical Sciences,Thesis,1
2/21/2021,Tabriz,University of Tabriz,Proposal,2
2/21/2021,Tabriz,University of Tabriz,Thesis,4
2/21/2021,Tehran,Baqiyatallah University of Medical Sciences,Proposal,26
2/21/2021,Tehran,Baqiyatallah University of Medical Sciences,Thesis,3
2/21/2021,Tehran,Children’s Medical Center- Tehran University of Medical Sciences,Proposal,1
2/21/2021,Tehran,Digestive Diseases Research Institute- Tehran University of Medical Sciences,Proposal,4
2/21/2021,Tehran,Imam Khomeini Hospital Complex- Tehran University of Medical Sciences,Thesis,1
2/21/2021,Tehran,Iran University of Medical Sciences,Proposal,2
2/21/2021,Tehran,Iran University of Medical Sciences,Thesis,4
2/21/2021,Tehran,Islamic Azad University- North Tehran Branch,Thesis,4
2/21/2021,Tehran,Ophthalmic Research Center- Shahid Beheshti University of Medical Sciences,Proposal,10
2/21/2021,Tehran,Pasteur Institute of Iran,Proposal,1
2/21/2021,Tehran,School of Medicine,Thesis,7
2/21/2021,Tehran,Skin Research Center- Shahid Beheshti University of Medical Sciences,Proposal,3
2/21/2021,Tehran,Tehran Islamic Azad University Of Medical Sciences,Proposal,2
2/21/2021,Tehran,Tehran Islamic Azad University Of Medical Sciences,Thesis,81
2/21/2021,Tehran,Vice-Chancellor in Research Affairs - Shahid Beheshti University of Medical Sciences,Proposal,125
2/21/2021,Tehran,Vice-Chancellor in Research Affairs - Shahid Beheshti University of Medical Sciences,Thesis,18
2/21/2021,Yazd,Reproductive Sciences Institute - Shahid Sadoughi University of Medical Sciences,Proposal,15
2/22/2021,Ardabil,Ardabil University of Medical Sciences,Proposal,3
2/22/2021,Ardabil,Ardabil University of Medical Sciences,Thesis,19
2/22/2021,Hormozgan,Hormozgan University of Medical Sciences,Proposal,1
2/22/2021,Hormozgan,Hormozgan University of Medical Sciences,Thesis,2
2/22/2021,Isfahan,Vice-Chancellor in Research Affairs -Medical University of Isfahan,Proposal,7
2/22/2021,Isfahan,Vice-Chancellor in Research Affairs -Medical University of Isfahan,Thesis,6
2/22/2021,Isfahan ,Islamic Azad University- Falavarjan branch,Proposal,1
2/22/2021,Isfahan ,Islamic Azad University- Falavarjan branch,Thesis,4
2/22/2021,Kerman,Shahid Bahonar University of Kerman,Thesis,1
2/22/2021,Kerman,Veterinary Faculty of Shahid Bahonar University of Kerman,Thesis,1
2/22/2021,Qazvin,Qazvin University of Medical Sciences,Proposal,1
2/22/2021,Razavi Khorasan,Sabzevar University of Medical Sciences,Thesis,2
2/22/2021,Sistan and Baluchestan,Zabol University of Medical Sciences,Proposal,11
2/22/2021,Sistan and Baluchestan,Zabol University of Medical Sciences,Thesis,3
2/22/2021,Tabriz,Tabriz University of Medical Sciences,Proposal,16
2/22/2021,Tabriz,Tabriz University of Medical Sciences,Thesis,30
2/22/2021,Tabriz,Vice-Chancellor in Research Affairs - Tabriz University of Medical Sciences,Proposal,15
2/22/2021,Tabriz,Vice-Chancellor in Research Affairs - Tabriz University of Medical Sciences,Thesis,21
2/22/2021,Tehran,Digestive Diseases Research Institute- Tehran University of Medical Sciences,Proposal,2
2/22/2021,Tehran,Farabi Eye Hospital- Tehran University of Medical Sciences,Proposal,1
2/22/2021,Tehran,Farabi Eye Hospital- Tehran University of Medical Sciences,Thesis,2
2/22/2021,Tehran,Iran University of Medical Sciences,Proposal,1
2/22/2021,Tehran,Iran University of Medical Sciences,Thesis,2
2/22/2021,Tehran,Islamic Azad University- North Tehran Branch,Proposal,1
2/22/2021,Tehran,School of Medicine,Thesis,6
2/22/2021,Yazd,National Research Institute of Tuberculosis and Lung Diseases - Shahid Beheshti University of Medical Sciences,Proposal,6
2/22/2021,Yazd,School of Public Health - Shahid Sadoughi University of Medical Sciences,Proposal,4
2/22/2021,Yazd,School of Public Health - Shahid Sadoughi University of Medical Sciences,Thesis,4
2/23/2021,Chaharmahal and Bakhtiari,Shahrekord University of Medical Sciences,Proposal,14
2/23/2021,Chaharmahal and Bakhtiari,Shahrekord University of Medical Sciences,Thesis,15
2/23/2021,Fars,School of Medicine - Shiraz University of Medical Sciences,Thesis,5
2/23/2021,Fars,Shiraz University of Medical Sciences,Proposal,12
2/23/2021,Fars,Shiraz University of Medical Sciences,Thesis,8
2/23/2021,Hamadan,Bu Ali Sina University-Hamedan,Thesis,8
2/23/2021,Hamadan,University of Nahavand,Proposal,3
2/23/2021,Hamadan,University of Nahavand,Thesis,7
2/23/2021,Isfahan,School of Medicine - Isfahan University of Medical Sciences,Thesis,3
2/23/2021,Isfahan,Vice-Chancellor in Research Affairs -Medical University of Isfahan,Proposal,2
2/23/2021,Isfahan,Vice-Chancellor in Research Affairs -Medical University of Isfahan,Thesis,1
2/23/2021,Kerman,Shahid Bahonar University of Kerman,Thesis,1
2/23/2021,Razavi Khorasan,Hakim Sabzevari University,Proposal,1
2/23/2021,Razavi Khorasan,Hakim Sabzevari University,Thesis,1
2/23/2021,Razavi Khorasan,Neyshabur University of Medical Sciences,Proposal,6
2/23/2021,Razavi Khorasan,School of Medicine- Mashhad University of Medical Sciences,Proposal,1
2/23/2021,Razavi Khorasan,School of Medicine- Mashhad University of Medical Sciences,Thesis,6
2/23/2021,Semnan,Semnan University Of Medical Sciences and Health Services,Proposal,5
2/23/2021,Semnan,Semnan University Of Medical Sciences and Health Services,Thesis,30
2/23/2021,Tabriz,Islamic Azad University-Tabriz Branch,Thesis,9
2/23/2021,Tehran,Iran University of Medical Sciences,Proposal,1
2/23/2021,Tehran,Pasteur Institute of Iran,Proposal,1
2/23/2021,Tehran,School of Medicine,Thesis,7
2/23/2021,Tehran,School of Nursing and Midwifery & Rehabilitation - Tehran University of Medical Sciences,Proposal,7
2/23/2021,Tehran,School of Nursing and Midwifery & Rehabilitation - Tehran University of Medical Sciences,Thesis,1
2/24/2021,Alborz ,Islamic Azad University - Karaj Branch,Thesis,2
2/24/2021,Fars,Gerash University Of Medical Sciences,Proposal,2
2/24/2021,Fars,School of Dentistry- Shiraz University of Medical Sciences,Proposal,2
2/24/2021,Fars,School of Dentistry- Shiraz University of Medical Sciences,Thesis,10
2/24/2021,Fars,School of Medicine - Shiraz University of Medical Sciences,Thesis,2
2/24/2021,Fars,Shiraz School of Rehabilitation Sciences,Proposal,1
2/24/2021,Fars,Shiraz School of Rehabilitation Sciences,Thesis,8
2/24/2021,Fars,Shiraz University of Medical Sciences,Proposal,7
2/24/2021,Gilan,Guilan university of medical sciences,Proposal,3
2/24/2021,Gilan,Guilan university of medical sciences,Thesis,7
2/24/2021,Gilan,Islamic Azad University -Rasht Branch,Thesis,11
2/24/2021,Isfahan,Faculty of Medicine & Faculty of Dentistry- Kashan University of Medical Sciences,Proposal,6
2/24/2021,Isfahan,Faculty of Medicine & Faculty of Dentistry- Kashan University of Medical Sciences,Thesis,10
2/24/2021,Isfahan,Isfahan University of Medical Sciences and Health Services,Proposal,6
2/24/2021,Isfahan,School of Medicine - Isfahan University of Medical Sciences,Proposal,1
2/24/2021,Isfahan,School of Medicine - Isfahan University of Medical Sciences,Thesis,2
2/24/2021,Isfahan,Vice-Chancellor in Research Affairs -Medical University of Isfahan,Proposal,1
2/24/2021,Isfahan,Vice-Chancellor in Research Affairs -Medical University of Isfahan,Thesis,1
2/24/2021,Kermanshah,Kermanshah Razi University,Thesis,10
2/24/2021,Khuzestan,Dezful University of Medical Sciences,Proposal,2
2/24/2021,Khuzestan,Dezful University of Medical Sciences,Thesis,4
2/24/2021,Khuzestan,Islamic Azad University - Ahvaz Branch,Thesis,20
2/24/2021,Kohgiluyeh and Boyer-Ahmad,Yasuj University of Medical Sciences,Proposal,3
2/24/2021,Kohgiluyeh and Boyer-Ahmad,Yasuj University of Medical Sciences,Thesis,5
2/24/2021,Mazandaran,Mazandaran University of Medical Sciences,Proposal,34
2/24/2021,Mazandaran,Mazandaran University of Medical Sciences,Thesis,21
2/24/2021,Razavi Khorasan,School of Dentistry - Mashhad University of Medical Sciences,Proposal,3
2/24/2021,Razavi Khorasan,School of Dentistry - Mashhad University of Medical Sciences,Thesis,28
2/24/2021,Tehran,Farabi Eye Hospital- Tehran University of Medical Sciences,Proposal,1
2/24/2021,Tehran,Farabi Eye Hospital- Tehran University of Medical Sciences,Thesis,1
2/24/2021,Tehran,Imam Khomeini Hospital Complex- Tehran University of Medical Sciences,Proposal,3
